"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0G720","2020-02-11 17:00:00","50.000","100.000","0.600","20.200","0.730","1013.700","","0.000","-99.000","-99.000","-99.000","21.600","","15.800",""
"C0G890","2020-02-11 17:00:00","24.000","349.000","1.900","18.500","1.000","1017.300","","0.000","-99.000","-99.000","-99.000","19.700","","16.500",""
"C0I540","2020-02-11 17:00:00","3344.000","-99.000","-99.000","1.800","0.650","685.000","","-99.000","-99.000","-99.000","-99.000","5.100","","1.600",""
"C0K390","2020-02-11 17:00:00","31.000","67.000","1.000","20.400","0.740","1016.200","","0.000","-99.000","-99.000","-99.000","21.400","","15.800",""
"C0T9A0","2020-02-11 17:00:00","498.000","193.000","1.100","16.000","0.890","966.100","","0.000","-99.000","-99.000","-99.000","17.700","","12.700",""
"C0AH40","2020-02-11 17:00:00","426.000","173.000","0.600","19.300","0.760","970.600","","0.000","-99.000","-99.000","-99.000","20.600","","14.300",""
"C0X280","2020-02-11 17:00:00","22.000","86.000","0.500","20.200","0.770","1017.800","","0.000","-99.000","-99.000","-99.000","20.500","","15.800",""
"C0V620","2020-02-11 17:00:00","18.000","76.000","0.500","22.200","0.610","1018.200","","0.000","-99.000","-99.000","-99.000","22.200","","16.500",""
"C0H960","2020-02-11 17:00:00","120.000","165.000","1.400","21.200","0.690","1005.000","","0.000","-99.000","-99.000","-99.000","23.400","","15.400",""
"C0M530","2020-02-11 17:00:00","1385.000","59.000","0.800","11.700","0.820","873.400","","0.000","-99.000","-99.000","-99.000","14.500","","10.000",""
"C0R170","2020-02-11 17:00:00","26.000","34.000","0.600","22.700","0.560","1017.600","","0.000","-99.000","-99.000","-99.000","23.600","","15.500",""
"C0I420","2020-02-11 17:00:00","305.000","178.000","1.000","20.400","0.710","985.000","","0.000","-99.000","-99.000","-99.000","22.800","","14.100",""
"C0A640","2020-02-11 17:00:00","241.000","288.000","0.700","19.200","0.660","995.100","","0.000","-99.000","-99.000","-99.000","22.100","","14.600",""
"C0A930","2020-02-11 17:00:00","216.000","317.000","0.400","18.400","0.880","994.100","","0.000","-99.000","-99.000","-99.000","20.000","","12.400",""
"C0AC40","2020-02-11 17:00:00","1079.000","117.000","1.800","12.500","0.980","899.100","","0.000","-99.000","-99.000","-99.000","14.500","","9.400",""
"C0AI00","2020-02-11 17:00:00","188.000","59.000","0.400","20.300","0.710","999.800","","0.000","-99.000","-99.000","-99.000","23.800","","15.100",""
"C0T9M0","2020-02-11 17:00:00","92.000","293.000","1.700","19.500","0.790","1014.400","","0.000","-99.000","-99.000","-99.000","22.000","","15.500",""
"C0S960","2020-02-11 17:00:00","32.000","350.000","0.700","21.900","0.610","1018.900","","0.000","-99.000","-99.000","-99.000","22.800","","18.200",""
"C0K430","2020-02-11 17:00:00","30.000","64.000","1.300","19.800","0.750","1017.300","","0.000","-99.000","-99.000","-99.000","20.700","","15.300",""
"C0Z170","2020-02-11 17:00:00","199.000","252.000","0.500","19.700","0.790","1002.000","","0.000","-99.000","-99.000","-99.000","21.000","","12.900",""
"C0Z100","2020-02-11 17:00:00","36.000","0.000","0.000","19.900","0.790","1020.300","","0.000","-99.000","-99.000","-99.000","22.800","","13.800",""
"C0U710","2020-02-11 17:00:00","1942.000","0.000","0.200","7.200","0.990","812.300","","0.000","-99.000","-99.000","-99.000","9.600","","4.500",""
"C0SA30","2020-02-11 17:00:00","92.000","295.000","1.200","20.200","0.720","1013.500","","0.000","-99.000","-99.000","-99.000","21.900","","17.600",""
"C0V500","2020-02-11 17:00:00","6.000","0.000","0.000","22.900","0.610","1018.000","","0.000","-99.000","-99.000","-99.000","23.300","","18.700",""
"CM0160","2020-02-11 17:00:00","159.000","215.000","0.600","20.100","0.730","1002.900","","0.000","-99.000","-99.000","-99.000","23.500","","14.400",""
"C0V350","2020-02-11 17:00:00","36.000","0.000","0.000","22.600","0.690","1017.400","","0.000","-99.000","-99.000","-99.000","24.100","","15.200",""
"C0W120","2020-02-11 17:00:00","58.000","-99.000","-99.000","18.700","0.830","1013.800","","0.000","-99.000","-99.000","-99.000","18.900","","15.500",""
"C0R470","2020-02-11 17:00:00","103.000","1.000","0.800","22.200","0.630","1008.900","","0.000","-99.000","-99.000","-99.000","23.000","","17.600",""
"C0M770","2020-02-11 17:00:00","164.000","89.000","0.900","20.500","0.730","1000.200","","0.000","-99.000","-99.000","-99.000","21.400","","15.300",""
"C0S930","2020-02-11 17:00:00","248.000","21.000","0.300","19.700","0.740","994.900","","0.000","-99.000","-99.000","-99.000","20.300","","14.900",""
"C0F9Y0","2020-02-11 17:00:00","3313.000","220.000","6.500","3.900","0.580","688.100","","0.000","13.100","228.000","","10.200","","2.800",""
"C0E790","2020-02-11 17:00:00","344.000","251.000","1.000","19.000","0.950","979.800","","0.000","-99.000","-99.000","-99.000","21.800","","14.300",""
"C0O810","2020-02-11 17:00:00","161.000","119.000","0.500","20.500","0.960","1002.700","","0.000","-99.000","-99.000","-99.000","22.900","","16.900",""
"C0R520","2020-02-11 17:00:00","18.000","46.000","1.300","23.400","0.640","1018.300","","0.000","-99.000","-99.000","-99.000","23.500","","16.900",""
"C0G880","2020-02-11 17:00:00","92.000","114.000","0.800","21.600","0.710","1009.300","","0.000","-99.000","-99.000","-99.000","23.700","","15.900",""
"C0R260","2020-02-11 17:00:00","76.000","0.000","0.200","22.600","0.570","1011.100","","0.000","-99.000","-99.000","-99.000","23.600","","16.100",""
"C0U950","2020-02-11 17:00:00","1012.000","122.000","6.500","12.000","1.000","909.200","","0.000","-99.000","-99.000","-99.000","14.200","","9.800",""
"C0O860","2020-02-11 17:00:00","38.000","76.000","0.700","21.100","0.870","1014.800","","0.000","-99.000","-99.000","-99.000","22.000","","16.200",""
"C0R320","2020-02-11 17:00:00","7.000","74.000","7.700","22.100","0.590","1020.000","","0.000","-99.000","-99.000","-99.000","23.600","","18.000",""
"C0S980","2020-02-11 17:00:00","901.000","288.000","1.000","14.300","0.960","920.900","","0.000","-99.000","-99.000","-99.000","16.100","","11.400",""
"C0X110","2020-02-11 17:00:00","20.000","95.000","2.400","22.000","0.640","1018.100","","0.000","-99.000","-99.000","-99.000","22.500","","17.600",""
"C0V310","2020-02-11 17:00:00","46.000","56.000","1.200","22.000","0.590","1014.200","","0.000","-99.000","-99.000","-99.000","23.000","","18.000",""
"C0G620","2020-02-11 17:00:00","110.000","184.000","0.700","19.800","0.780","1006.700","","0.000","-99.000","-99.000","-99.000","23.800","","14.100",""
"C0AD50","2020-02-11 17:00:00","84.000","24.000","0.800","21.800","0.700","1011.100","","0.000","-99.000","-99.000","-99.000","22.100","","14.200",""
"C0A9A0","2020-02-11 17:00:00","24.000","121.000","1.300","22.200","0.580","1017.800","","0.000","-99.000","-99.000","-99.000","23.100","","16.400",""
"C0O830","2020-02-11 17:00:00","127.000","133.000","1.300","19.900","0.880","1005.900","","0.000","-99.000","-99.000","-99.000","22.400","","16.100",""
"C0S760","2020-02-11 17:00:00","1621.000","0.000","0.200","8.600","1.000","845.400","","0.000","-99.000","-99.000","-99.000","10.500","","6.700",""
"C0X160","2020-02-11 17:00:00","26.000","48.000","1.700","21.800","0.690","1017.400","","0.000","-99.000","-99.000","-99.000","22.800","","17.200",""
"C0F970","2020-02-11 17:00:00","145.000","112.000","0.500","21.300","0.660","1002.200","","0.000","-99.000","-99.000","-99.000","22.400","","15.500",""
"C0R440","2020-02-11 17:00:00","1654.000","112.000","4.200","7.500","1.000","839.000","","0.500","11.200","109.000","","8.500","","6.500",""
"C0M690","2020-02-11 17:00:00","33.000","90.000","1.100","21.000","0.740","1015.100","","0.000","-99.000","-99.000","-99.000","21.700","","15.700",""
"C0V690","2020-02-11 17:00:00","30.000","343.000","1.100","23.200","0.620","1017.600","","0.000","-99.000","-99.000","-99.000","23.600","","18.600",""
"C0Z210","2020-02-11 17:00:00","126.000","60.000","0.300","18.600","0.740","1010.000","","0.000","-99.000","-99.000","-99.000","20.200","","11.800",""
"C0U770","2020-02-11 17:00:00","5.000","201.000","2.400","21.400","0.640","1022.100","","0.000","-99.000","-99.000","-99.000","21.900","","14.600",""
"C0Z080","2020-02-11 17:00:00","298.000","0.000","0.000","17.600","0.800","988.900","","0.000","-99.000","-99.000","-99.000","20.200","","12.200",""
"C0G640","2020-02-11 17:00:00","17.000","360.000","0.500","18.400","0.860","1021.100","","0.000","-99.000","-99.000","-99.000","20.200","","15.800",""
"C0X200","2020-02-11 17:00:00","61.000","73.000","0.400","20.500","0.820","1012.800","","0.000","-99.000","-99.000","-99.000","21.400","","14.700",""
"C0U900","2020-02-11 17:00:00","63.000","297.000","0.300","20.400","0.710","1015.700","","0.000","-99.000","-99.000","-99.000","21.600","","14.300",""
"C0Z230","2020-02-11 17:00:00","31.000","198.000","7.200","21.600","0.600","1019.700","","0.000","-99.000","-99.000","-99.000","21.700","","16.000",""
"C0F9O0","2020-02-11 17:00:00","175.000","0.000","0.000","20.600","0.790","999.600","","0.000","-99.000","-99.000","-99.000","22.700","","15.700",""
"C0C540","2020-02-11 17:00:00","46.000","29.000","0.500","18.700","0.800","1015.200","","0.000","-99.000","-99.000","-99.000","23.400","","15.400",""
"C0G770","2020-02-11 17:00:00","15.000","355.000","1.100","19.400","0.810","1018.700","","0.000","-99.000","-99.000","-99.000","20.900","","16.900",""
"C0V670","2020-02-11 17:00:00","20.000","3.000","1.000","22.900","0.580","1017.900","","0.000","-99.000","-99.000","-99.000","23.200","","17.800",""
"C0A870","2020-02-11 17:00:00","685.000","155.000","1.900","16.200","0.870","940.800","","0.000","-99.000","-99.000","-99.000","19.100","","12.500",""
"C0R220","2020-02-11 17:00:00","23.000","319.000","0.600","23.000","0.620","1017.700","","0.000","-99.000","-99.000","-99.000","23.500","","16.300",""
"C0Z220","2020-02-11 17:00:00","589.000","145.000","0.400","16.000","0.840","956.300","","0.000","-99.000","-99.000","-99.000","18.400","","11.200",""
"C0D560","2020-02-11 17:00:00","147.000","339.000","1.000","19.600","0.770","1003.700","","0.000","-99.000","-99.000","-99.000","23.100","","14.500",""
"C0I380","2020-02-11 17:00:00","258.000","0.000","0.000","20.200","0.740","989.700","","0.000","-99.000","-99.000","-99.000","22.700","","14.000",""
"C0Z020","2020-02-11 17:00:00","211.000","313.000","1.000","19.200","0.850","998.100","","0.000","-99.000","-99.000","-99.000","20.200","","13.000",""
"C0Z190","2020-02-11 17:00:00","62.000","281.000","0.600","20.100","0.850","1015.400","","0.000","-99.000","-99.000","-99.000","21.400","","16.400",""
"C0C710","2020-02-11 17:00:00","143.000","0.000","0.000","20.100","0.840","1004.200","","0.000","-99.000","-99.000","-99.000","21.100","","11.500",""
"C0C680","2020-02-11 17:00:00","228.000","105.000","1.300","20.200","0.640","992.300","","0.000","-99.000","-99.000","-99.000","20.900","","14.600",""
"C0X140","2020-02-11 17:00:00","17.000","72.000","1.400","21.500","0.700","1017.200","","0.000","-99.000","-99.000","-99.000","22.300","","16.600",""
"C0V710","2020-02-11 17:00:00","34.000","82.000","1.000","23.100","0.570","1016.000","","0.000","-99.000","-99.000","-99.000","23.400","","18.700",""
"C0G840","2020-02-11 17:00:00","32.000","0.000","0.200","20.100","0.770","1015.900","","0.000","-99.000","-99.000","-99.000","22.700","","15.500",""
"C0S890","2020-02-11 17:00:00","238.000","0.000","0.100","19.800","0.720","998.700","","0.000","-99.000","-99.000","-99.000","20.700","","14.800",""
"C0T820","2020-02-11 17:00:00","550.000","116.000","0.600","16.700","0.720","963.400","","0.000","-99.000","-99.000","-99.000","19.300","","10.800",""
"C0F9I0","2020-02-11 17:00:00","194.000","357.000","1.900","18.300","0.870","997.600","","0.000","-99.000","-99.000","-99.000","20.500","","15.300",""
"C0C650","2020-02-11 17:00:00","208.000","0.000","0.000","19.200","0.790","995.900","","0.000","-99.000","-99.000","-99.000","20.900","","13.400",""
"C0R600","2020-02-11 17:00:00","766.000","97.000","1.500","17.100","0.830","933.200","","0.000","-99.000","-99.000","-99.000","18.000","","14.000",""
"C0Z320","2020-02-11 17:00:00","646.000","0.000","0.000","14.300","0.930","949.600","","0.000","-99.000","-99.000","-99.000","17.300","","8.900",""
"C0V210","2020-02-11 17:00:00","734.000","206.000","0.800","17.400","0.740","938.900","","0.000","-99.000","-99.000","-99.000","20.200","","13.800",""
"C0K240","2020-02-11 17:00:00","1132.000","134.000","3.700","13.500","0.990","897.400","","0.000","-99.000","-99.000","-99.000","17.000","","10.600",""
"C0M520","2020-02-11 17:00:00","15.000","91.000","1.500","20.700","0.710","1017.600","","0.000","-99.000","-99.000","-99.000","21.600","","15.300",""
"C0A530","2020-02-11 17:00:00","300.000","149.000","1.200","18.800","0.790","986.500","","0.000","-99.000","-99.000","-99.000","21.200","","12.600",""
"C0E820","2020-02-11 17:00:00","220.000","310.000","0.900","19.000","0.840","994.300","","0.000","-99.000","-99.000","-99.000","21.000","","13.300",""
"C0K450","2020-02-11 17:00:00","35.000","50.000","1.400","20.500","0.700","1014.900","","0.000","-99.000","-99.000","-99.000","21.800","","15.900",""
"C0G760","2020-02-11 17:00:00","53.000","0.000","0.200","20.700","0.820","1016.100","","0.000","-99.000","-99.000","-99.000","23.200","","15.000",""
"CM0120","2020-02-11 17:00:00","4.000","56.000","2.200","19.400","0.720","1019.300","","0.000","-99.000","-99.000","-99.000","19.600","","16.200",""
"C0Z290","2020-02-11 17:00:00","946.000","0.000","0.000","13.100","0.960","917.100","","0.000","-99.000","-99.000","-99.000","14.100","","9.600",""
"C0V680","2020-02-11 17:00:00","40.000","73.000","0.300","23.100","0.590","1015.500","","0.000","-99.000","-99.000","-99.000","23.400","","17.500",""
"C0F9U0","2020-02-11 17:00:00","74.000","76.000","0.400","22.400","0.610","1011.100","","0.000","-99.000","-99.000","-99.000","23.000","","16.700",""
"C0AI10","2020-02-11 17:00:00","76.000","149.000","1.900","21.200","0.620","1011.200","","0.000","-99.000","-99.000","-99.000","22.200","","15.100",""
"C0V530","2020-02-11 17:00:00","34.000","48.000","0.700","21.300","0.660","1016.000","","0.000","-99.000","-99.000","-99.000","22.500","","15.700",""
"C0R550","2020-02-11 17:00:00","38.000","11.000","1.300","23.300","0.560","1016.400","","0.000","-99.000","-99.000","-99.000","23.700","","14.600",""
"C0F9L0","2020-02-11 17:00:00","253.000","351.000","0.700","18.700","0.870","990.600","","0.000","-99.000","-99.000","-99.000","21.000","","14.900",""
"C0A950","2020-02-11 17:00:00","60.000","145.000","2.200","20.800","0.690","1014.000","","0.000","13.700","160.000","","21.700","","18.100",""
"C0R160","2020-02-11 17:00:00","45.000","22.000","0.600","22.100","0.720","1014.500","","0.000","-99.000","-99.000","-99.000","22.500","","16.900",""
"C0F9S0","2020-02-11 17:00:00","43.000","250.000","1.300","20.900","0.730","1015.200","","0.000","-99.000","-99.000","-99.000","22.500","","16.400",""
"C0M820","2020-02-11 17:00:00","980.000","235.000","0.300","15.600","0.770","911.700","","0.000","-99.000","-99.000","-99.000","17.300","","12.100",""
"C0G870","2020-02-11 17:00:00","12.000","9.000","1.400","18.500","0.830","1020.000","","0.000","-99.000","-99.000","-99.000","20.300","","15.800",""
"C0R530","2020-02-11 17:00:00","16.000","51.000","1.200","23.000","0.550","1018.100","","0.000","-99.000","-99.000","-99.000","23.400","","16.800",""
"C0O840","2020-02-11 17:00:00","134.000","87.000","0.800","19.300","0.820","1002.600","","0.000","-99.000","-99.000","-99.000","21.000","","15.200",""
"C0A890","2020-02-11 17:00:00","40.000","0.000","0.100","-99.000","0.730","-99.000","","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0A660","2020-02-11 17:00:00","97.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0T9H0","2020-02-11 17:00:00","725.000","175.000","1.700","14.200","0.990","941.600","","0.000","-99.000","-99.000","-99.000","17.300","","11.700",""
"C0R270","2020-02-11 17:00:00","51.000","106.000","1.700","22.800","0.560","1013.000","","0.000","6.900","128.000","","24.400","","17.000",""
"C0O980","2020-02-11 17:00:00","18.000","74.000","1.000","20.900","0.740","1019.100","","0.000","-99.000","-99.000","-99.000","21.900","","16.300",""
"C0T9I0","2020-02-11 17:00:00","152.000","208.000","1.200","18.800","0.730","1006.800","","0.000","-99.000","-99.000","-99.000","21.200","","14.400",""
"C0V760","2020-02-11 17:00:00","30.000","53.000","1.300","22.700","0.610","1017.200","","0.000","-99.000","-99.000","-99.000","23.900","","17.300",""
"C0AG90","2020-02-11 17:00:00","25.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0R570","2020-02-11 17:00:00","37.000","6.000","1.100","22.800","0.620","1014.700","","0.000","-99.000","-99.000","-99.000","23.400","","17.100",""
"C0O900","2020-02-11 17:00:00","9.000","89.000","1.000","21.200","0.890","1019.000","","0.000","-99.000","-99.000","-99.000","21.900","","16.700",""
"C0AD00","2020-02-11 17:00:00","86.000","3.000","0.600","18.700","0.880","1010.900","","0.000","-99.000","-99.000","-99.000","20.800","","16.200",""
"C0V700","2020-02-11 17:00:00","24.000","69.000","1.300","23.100","0.590","1016.800","","0.000","-99.000","-99.000","-99.000","23.300","","19.000",""
"C0AH00","2020-02-11 17:00:00","38.000","357.000","1.100","21.500","0.640","1015.700","","0.000","-99.000","-99.000","-99.000","22.800","","14.300",""
"C0X080","2020-02-11 17:00:00","2.000","81.000","0.800","20.100","0.800","1019.700","","0.000","-99.000","-99.000","-99.000","22.000","","15.300",""
"C0G910","2020-02-11 17:00:00","42.000","306.000","1.300","20.700","0.730","1016.100","","0.000","-99.000","-99.000","-99.000","21.600","","16.000",""
"C0I480","2020-02-11 17:00:00","2165.000","265.000","0.400","9.900","0.780","792.700","","0.000","-99.000","-99.000","-99.000","12.200","","5.500",""
"C0A860","2020-02-11 17:00:00","362.000","210.000","1.400","18.200","0.780","978.600","","0.000","-99.000","-99.000","-99.000","21.400","","13.100",""
"C0U940","2020-02-11 17:00:00","25.000","360.000","0.700","20.800","0.620","1019.900","","0.000","-99.000","-99.000","-99.000","23.100","","13.500",""
"C0S970","2020-02-11 17:00:00","19.000","326.000","0.900","22.000","0.620","1020.400","","0.000","-99.000","-99.000","-99.000","22.500","","18.400",""
"C0V260","2020-02-11 17:00:00","126.000","51.000","0.900","21.300","0.670","1005.700","","0.000","-99.000","-99.000","-99.000","22.900","","17.000",""
"C0H990","2020-02-11 17:00:00","3076.000","222.000","6.200","4.600","0.500","708.800","","0.000","-99.000","-99.000","-99.000","8.000","","3.300",""
"C0F9K0","2020-02-11 17:00:00","30.000","22.000","1.400","17.900","0.870","1015.800","","0.000","-99.000","-99.000","-99.000","19.200","","16.600",""
"C0AH90","2020-02-11 17:00:00","660.000","0.000","0.000","15.000","0.940","949.200","","0.000","-99.000","-99.000","-99.000","17.600","","6.400",""
"C0W150","2020-02-11 17:00:00","42.000","51.000","0.700","18.400","0.650","1016.900","","0.000","-99.000","-99.000","-99.000","18.700","","14.700",""
"C0F000","2020-02-11 17:00:00","273.000","21.000","0.800","19.100","0.930","986.500","","0.000","-99.000","-99.000","-99.000","20.400","","14.200",""
"C0K410","2020-02-11 17:00:00","20.000","65.000","2.200","20.500","0.690","1016.500","","0.000","-99.000","-99.000","-99.000","21.500","","15.600",""
"C0R140","2020-02-11 17:00:00","740.000","146.000","0.700","16.200","0.800","938.800","","0.000","-99.000","-99.000","-99.000","18.100","","12.600",""
"C0V800","2020-02-11 17:00:00","256.000","19.000","0.800","20.400","0.730","989.300","","0.000","-99.000","-99.000","-99.000","21.900","","17.300",""
"C0S830","2020-02-11 17:00:00","288.000","308.000","0.600","18.600","0.770","991.800","","0.000","-99.000","-99.000","-99.000","21.500","","16.300",""
"C0S920","2020-02-11 17:00:00","98.000","0.000","0.200","20.900","0.700","1006.700","","0.000","-99.000","-99.000","-99.000","22.100","","16.400",""
"C0V640","2020-02-11 17:00:00","35.000","88.000","1.200","22.200","0.680","1016.300","","0.000","-99.000","-99.000","-99.000","22.900","","16.900",""
"C0AH80","2020-02-11 17:00:00","68.000","85.000","3.600","21.100","0.630","1011.700","","0.000","-99.000","-99.000","-99.000","22.900","","14.300",""
"C0K250","2020-02-11 18:00:00","12.000","0.000","0.200","18.600","0.850","1018.500","","0.000","-99.000","-99.000","-99.000","22.200","","14.900",""
"C0R840","2020-02-11 18:00:00","536.000","56.000","5.200","16.000","-99.000","960.000","","0.000","-99.000","-99.000","-99.000","18.000","","13.900",""
"C0I410","2020-02-11 18:00:00","180.000","2.000","1.000","19.800","0.770","997.800","","0.000","-99.000","-99.000","-99.000","22.600","","14.500",""
"C0M410","2020-02-11 18:00:00","245.000","355.000","1.700","18.600","0.790","987.100","","0.000","-99.000","-99.000","-99.000","23.600","","16.000",""
"C0M790","2020-02-11 18:00:00","15.000","0.000","0.000","20.300","0.780","1016.800","","0.000","-99.000","-99.000","-99.000","21.800","","15.700",""
"C0R130","2020-02-11 18:00:00","1040.000","93.000","3.400","15.300","0.630","901.700","","0.000","-99.000","-99.000","-99.000","16.600","","11.700",""
"C0AH30","2020-02-11 18:00:00","755.000","147.000","7.600","15.400","0.990","935.600","","0.000","-99.000","-99.000","-99.000","23.500","","12.800",""
"C0X170","2020-02-11 18:00:00","50.000","209.000","0.600","21.100","0.730","1013.300","","0.000","-99.000","-99.000","-99.000","22.500","","15.900",""
"C0K291","2020-02-11 18:00:00","8.000","0.000","0.000","20.200","0.770","1019.000","","0.000","-99.000","-99.000","-99.000","21.300","","15.300",""
"C0D480","2020-02-11 18:00:00","223.000","0.000","0.000","18.500","0.900","993.300","","0.000","-99.000","-99.000","-99.000","24.500","","13.700",""
"C0F0C0","2020-02-11 18:00:00","983.000","47.000","0.700","14.000","0.990","909.200","","0.000","-99.000","-99.000","-99.000","17.200","","11.600",""
"C0U860","2020-02-11 18:00:00","5.000","171.000","3.900","21.300","0.740","1021.100","","0.000","-99.000","-99.000","-99.000","23.400","","14.600",""
"C0UA50","2020-02-11 18:00:00","808.000","145.000","4.000","14.000","0.890","929.400","","0.000","9.100","137.000","","15.100","","11.000",""
"C0X320","2020-02-11 18:00:00","30.000","262.000","1.600","20.100","0.790","1015.500","","0.000","-99.000","-99.000","-99.000","22.100","","15.000",""
"C0T960","2020-02-11 18:00:00","120.000","0.000","0.000","18.000","0.940","1009.100","","0.000","-99.000","-99.000","-99.000","21.200","","12.600",""
"C0SA80","2020-02-11 18:00:00","136.000","237.000","0.400","18.900","0.760","1007.100","","0.000","-99.000","-99.000","-99.000","21.500","","15.600",""
"C0E780","2020-02-11 18:00:00","160.000","338.000","0.800","17.500","0.900","1001.400","","0.000","-99.000","-99.000","-99.000","22.600","","15.200",""
"C0F9Q0","2020-02-11 18:00:00","149.000","322.000","2.400","18.000","0.920","1001.700","","0.000","-99.000","-99.000","-99.000","21.000","","15.400",""
"C0F9X0","2020-02-11 18:00:00","166.000","351.000","1.800","18.800","0.870","1000.200","","0.000","-99.000","-99.000","-99.000","21.300","","15.400",""
"C0F0D0","2020-02-11 18:00:00","3171.000","148.000","6.800","3.800","0.600","699.600","","0.000","-99.000","-99.000","-99.000","9.100","","3.400",""
"C0S730","2020-02-11 18:00:00","110.000","76.000","2.600","19.300","0.720","1010.400","","0.000","-99.000","-99.000","-99.000","22.700","","17.300",""
"C0T790","2020-02-11 18:00:00","2830.000","265.000","2.000","8.600","0.470","729.900","","0.000","9.300","264.000","","11.800","","5.200",""
"C0M830","2020-02-11 18:00:00","540.000","345.000","0.500","17.000","0.830","958.800","","0.000","-99.000","-99.000","-99.000","20.400","","14.700",""
"C0V750","2020-02-11 18:00:00","50.000","125.000","0.800","21.700","0.680","1014.900","","0.000","-99.000","-99.000","-99.000","23.300","","17.300",""
"C0K530","2020-02-11 18:00:00","12.000","21.000","1.900","18.500","0.830","1018.300","","0.000","-99.000","-99.000","-99.000","19.900","","15.400",""
"C0M780","2020-02-11 18:00:00","30.000","321.000","0.900","20.400","0.750","1016.500","","0.000","-99.000","-99.000","-99.000","22.300","","15.600",""
"C0V360","2020-02-11 18:00:00","94.000","197.000","1.300","19.400","0.750","1008.300","","0.000","-99.000","-99.000","-99.000","22.400","","15.300",""
"C0K510","2020-02-11 18:00:00","10.000","4.000","0.500","20.100","0.750","1017.800","","0.000","-99.000","-99.000","-99.000","21.300","","15.400",""
"C0D650","2020-02-11 18:00:00","97.000","40.000","1.000","17.200","0.880","1009.000","","0.000","-99.000","-99.000","-99.000","20.700","","16.000",""
"C0V630","2020-02-11 18:00:00","19.000","0.000","0.200","21.100","0.680","1019.900","","0.000","-99.000","-99.000","-99.000","22.100","","16.900",""
"C0U910","2020-02-11 18:00:00","17.000","160.000","2.200","20.300","0.670","1018.800","","0.000","-99.000","-99.000","-99.000","22.700","","14.100",""
"C0U600","2020-02-11 18:00:00","10.000","313.000","0.500","19.300","0.800","1020.100","","0.000","-99.000","-99.000","-99.000","22.300","","13.900",""
"C0G820","2020-02-11 18:00:00","29.000","269.000","0.300","20.000","0.810","1016.700","","0.000","-99.000","-99.000","-99.000","22.700","","15.800",""
"C0R590","2020-02-11 18:00:00","72.000","140.000","0.700","21.800","0.670","1011.200","","0.000","-99.000","-99.000","-99.000","22.700","","17.500",""
"C0A9E0","2020-02-11 18:00:00","26.000","76.000","0.400","21.500","0.590","1018.100","","0.000","-99.000","-99.000","-99.000","23.400","","16.500",""
"C0R480","2020-02-11 18:00:00","57.000","0.000","0.200","21.600","0.660","1013.300","","0.000","-99.000","-99.000","-99.000","23.000","","16.700",""
"C0X300","2020-02-11 18:00:00","70.000","0.000","0.000","18.400","0.910","1011.100","","0.000","-99.000","-99.000","-99.000","22.300","","15.200",""
"C0U970","2020-02-11 18:00:00","7.000","172.000","2.300","20.800","0.670","1021.700","","0.000","-99.000","-99.000","-99.000","22.300","","14.500",""
"C0R340","2020-02-11 18:00:00","230.000","27.000","2.100","18.600","0.740","994.600","","0.000","-99.000","-99.000","-99.000","22.100","","14.900",""
"C0M750","2020-02-11 18:00:00","10.000","19.000","0.900","20.500","0.750","1018.500","","0.000","-99.000","-99.000","-99.000","21.100","","15.800",""
"C0I110","2020-02-11 18:00:00","161.000","307.000","0.500","20.500","0.780","1001.300","","0.000","-99.000","-99.000","-99.000","22.800","","15.700",""
"C0V370","2020-02-11 18:00:00","74.000","0.000","0.200","19.800","0.770","1011.600","","0.000","-99.000","-99.000","-99.000","22.300","","15.300",""
"C0C690","2020-02-11 18:00:00","242.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0SA60","2020-02-11 18:00:00","6.000","331.000","0.900","20.600","0.720","1021.600","","0.000","-99.000","-99.000","-99.000","23.000","","17.000",""
"C0H950","2020-02-11 18:00:00","192.000","0.000","0.000","18.900","0.840","997.300","","0.000","-99.000","-99.000","-99.000","22.500","","13.000",""
"C0O960","2020-02-11 18:00:00","112.000","193.000","0.800","19.200","0.810","1006.600","","0.000","-99.000","-99.000","-99.000","22.000","","15.200",""
"C0E880","2020-02-11 18:00:00","507.000","101.000","1.600","17.600","0.980","961.600","","0.000","-99.000","-99.000","-99.000","21.900","","15.100",""
"C0AH10","2020-02-11 18:00:00","30.000","102.000","2.300","22.200","0.590","1016.400","","0.000","-99.000","-99.000","-99.000","23.400","","16.900",""
"C0R680","2020-02-11 18:00:00","13.000","67.000","6.800","22.700","0.630","1020.300","","0.000","-99.000","-99.000","-99.000","23.200","","20.400",""
"C0X210","2020-02-11 18:00:00","38.000","288.000","1.200","20.300","0.790","1013.300","","0.000","-99.000","-99.000","-99.000","21.600","","15.900",""
