"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0C630","2020-02-11 06:00:00","209.000","231.000","2.100","15.300","0.860","998.100","","0.000","-99.000","-99.000","-99.000","16.100","","14.300",""
"C0R130","2020-02-11 07:00:00","1040.000","85.000","2.200","12.300","0.700","903.300","","0.000","-99.000","-99.000","-99.000","12.600","","11.700",""
"C0M790","2020-02-11 07:00:00","15.000","44.000","0.400","15.900","0.920","1018.900","","0.000","-99.000","-99.000","-99.000","16.200","","15.700",""
"C0C590","2020-02-11 07:00:00","72.000","191.000","0.700","16.000","0.900","1013.500","","0.000","-99.000","-99.000","-99.000","16.400","","15.400",""
"C0G780","2020-02-11 07:00:00","27.000","52.000","1.000","16.800","0.930","1018.400","","0.000","-99.000","-99.000","-99.000","16.900","","16.500",""
"C0V660","2020-02-11 07:00:00","25.000","30.000","0.600","17.200","0.870","1020.500","","0.000","-99.000","-99.000","-99.000","17.800","","17.100",""
"C0F9R0","2020-02-11 07:00:00","20.000","0.000","0.000","16.400","1.000","1020.500","","0.000","-99.000","-99.000","-99.000","16.500","","16.200",""
"C0W130","2020-02-11 07:00:00","18.000","58.000","3.100","17.100","0.850","1018.500","","0.000","-99.000","-99.000","-99.000","17.100","","16.300",""
"CM0190","2020-02-11 07:00:00","280.000","111.000","1.600","15.500","0.780","990.900","","0.000","-99.000","-99.000","-99.000","16.000","","13.000",""
"C0C700","2020-02-11 07:00:00","151.000","0.000","0.000","15.600","0.810","1005.600","","0.000","-99.000","-99.000","-99.000","16.000","","15.500",""
"C0R100","2020-02-11 07:00:00","1006.000","287.000","0.600","11.700","0.960","909.300","","0.000","-99.000","-99.000","-99.000","12.500","","11.100",""
"C0X120","2020-02-11 07:00:00","28.000","17.000","0.900","16.700","0.950","1020.100","","0.000","-99.000","-99.000","-99.000","17.300","","16.300",""
"C0R670","2020-02-11 07:00:00","26.000","73.000","4.600","20.100","0.660","1020.100","","0.000","-99.000","-99.000","-99.000","20.100","","19.600",""
"C0W110","2020-02-11 07:00:00","16.000","-99.000","-99.000","12.700","0.830","1022.400","","0.000","-99.000","-99.000","-99.000","13.200","","12.500",""
"CM0130","2020-02-11 07:00:00","11.000","49.000","1.300","17.200","0.820","1021.700","","0.000","-99.000","-99.000","-99.000","17.800","","16.900",""
"C0AC70","2020-02-11 07:00:00","71.000","255.000","0.300","16.300","0.760","1014.500","","0.000","-99.000","-99.000","-99.000","17.700","","16.300",""
"CM0100","2020-02-11 07:00:00","25.000","147.000","1.100","16.700","0.820","1019.600","","0.000","-99.000","-99.000","-99.000","17.100","","14.800",""
"C0X050","2020-02-11 07:00:00","25.000","0.000","0.200","16.300","0.990","1017.900","","0.000","-99.000","-99.000","-99.000","16.700","","15.500",""
"C0K580","2020-02-11 07:00:00","26.000","0.000","0.200","15.800","0.990","1020.200","","0.000","-99.000","-99.000","-99.000","16.200","","15.800",""
"C0G650","2020-02-11 07:00:00","34.000","0.000","0.000","16.100","0.990","1017.700","","0.000","-99.000","-99.000","-99.000","17.100","","15.400",""
"C0T9B0","2020-02-11 07:00:00","558.000","262.000","1.100","13.800","0.790","961.000","","0.000","-99.000","-99.000","-99.000","14.600","","12.500",""
"C0E850","2020-02-11 07:00:00","104.000","0.000","0.000","14.800","0.940","1010.200","","0.000","-99.000","-99.000","-99.000","15.100","","13.300",""
"C0S990","2020-02-11 07:00:00","409.000","10.000","3.900","16.200","0.820","977.100","","0.000","-99.000","-99.000","-99.000","16.300","","15.800",""
"C0X240","2020-02-11 07:00:00","394.000","0.000","0.000","15.300","0.870","977.100","","0.000","-99.000","-99.000","-99.000","16.100","","15.200",""
"C0I090","2020-02-11 07:00:00","910.000","273.000","1.300","12.700","0.950","919.500","","0.000","-99.000","-99.000","-99.000","12.900","","11.300",""
"C0I490","2020-02-11 07:00:00","1601.000","103.000","2.300","7.400","0.990","846.300","","0.000","-99.000","-99.000","-99.000","9.400","","7.300",""
"C0Z050","2020-02-11 07:00:00","830.000","298.000","0.900","10.400","0.910","932.200","","0.000","-99.000","-99.000","-99.000","11.200","","10.000",""
"C0X150","2020-02-11 07:00:00","18.000","0.000","0.000","16.800","0.940","1021.800","","0.000","-99.000","-99.000","-99.000","17.200","","16.700",""
"C0R690","2020-02-11 07:00:00","248.000","70.000","1.600","18.300","0.670","993.400","","0.000","-99.000","-99.000","-99.000","18.300","","17.300",""
"C0U720","2020-02-11 07:00:00","1260.000","309.000","0.700","9.200","1.000","894.000","","0.000","-99.000","-99.000","-99.000","9.200","","7.400",""
"C0W140","2020-02-11 07:00:00","21.000","21.000","0.900","14.300","0.710","1021.700","","0.000","-99.000","-99.000","-99.000","14.800","","13.900",""
"C0G660","2020-02-11 07:00:00","27.000","350.000","0.600","16.300","0.960","1020.400","","0.000","-99.000","-99.000","-99.000","16.700","","16.100",""
"C0E750","2020-02-11 07:00:00","62.000","82.000","0.800","16.400","0.900","1016.100","","0.000","-99.000","-99.000","-99.000","16.900","","15.800",""
"C0U520","2020-02-11 07:00:00","517.000","230.000","1.100","11.100","0.990","966.800","","0.000","-99.000","-99.000","-99.000","11.300","","10.600",""
"C0T9G0","2020-02-11 07:00:00","605.000","0.000","0.000","13.400","1.000","957.000","","0.000","-99.000","-99.000","-99.000","13.400","","12.300",""
"C0S700","2020-02-11 07:00:00","507.000","181.000","0.600","14.400","0.870","967.400","","0.000","-99.000","-99.000","-99.000","14.400","","13.700",""
"C0Z310","2020-02-11 07:00:00","59.000","357.000","1.100","17.500","0.770","1018.200","","0.000","-99.000","-99.000","-99.000","18.300","","16.500",""
"C0V610","2020-02-11 07:00:00","22.000","25.000","0.700","16.900","0.850","1019.600","","0.000","-99.000","-99.000","-99.000","17.700","","16.800",""
"C0E610","2020-02-11 07:00:00","850.000","0.000","0.000","13.400","0.780","926.800","","0.000","-99.000","-99.000","-99.000","13.400","","12.500",""
"C0R280","2020-02-11 07:00:00","242.000","62.000","1.700","17.600","0.740","995.100","","0.000","-99.000","-99.000","-99.000","17.600","","16.100",""
"C0V450","2020-02-11 07:00:00","51.000","58.000","0.300","15.500","0.990","1016.100","","0.000","-99.000","-99.000","-99.000","17.500","","14.800",""
"C0M720","2020-02-11 07:00:00","225.000","0.000","0.000","17.000","0.800","995.600","","0.000","-99.000","-99.000","-99.000","17.400","","14.900",""
"C0AD10","2020-02-11 07:00:00","27.000","65.000","0.500","17.000","0.710","1019.300","","0.000","-99.000","-99.000","-99.000","18.100","","16.900",""
"C0Z180","2020-02-11 07:00:00","34.000","203.000","1.000","16.300","0.740","1020.600","","0.000","-99.000","-99.000","-99.000","17.000","","15.500",""
"C0K420","2020-02-11 07:00:00","42.000","0.000","0.000","15.500","0.950","1016.800","","0.000","-99.000","-99.000","-99.000","15.800","","15.500",""
"C0D540","2020-02-11 07:00:00","227.000","0.000","0.000","14.600","0.910","997.300","","0.000","-99.000","-99.000","-99.000","14.800","","13.500",""
"C0E590","2020-02-11 07:00:00","40.000","85.000","0.600","15.800","1.000","1017.000","","0.000","-99.000","-99.000","-99.000","16.000","","15.000",""
"C0Z330","2020-02-11 07:00:00","488.000","141.000","0.300","13.000","0.830","970.500","","0.000","-99.000","-99.000","-99.000","13.300","","12.500",""
"C0R580","2020-02-11 07:00:00","10.000","0.000","0.200","17.100","0.870","1021.100","","0.000","-99.000","-99.000","-99.000","18.100","","16.000",""
"C0S810","2020-02-11 07:00:00","65.000","338.000","3.000","17.400","0.780","1019.600","","0.000","-99.000","-99.000","-99.000","17.400","","16.700",""
"C0V820","2020-02-11 07:00:00","441.000","89.000","0.500","16.300","0.880","973.500","","0.000","-99.000","-99.000","-99.000","16.400","","15.800",""
"C0K490","2020-02-11 07:00:00","91.000","72.000","0.300","15.500","0.940","1011.000","","0.000","-99.000","-99.000","-99.000","15.900","","14.900",""
"C0SA20","2020-02-11 07:00:00","857.000","1.000","1.100","11.800","0.980","927.300","","0.000","-99.000","-99.000","-99.000","12.000","","11.500",""
"CM0140","2020-02-11 07:00:00","26.000","24.000","0.800","18.600","0.650","1021.900","","0.000","-99.000","-99.000","-99.000","18.600","","17.600",""
"C0AC80","2020-02-11 07:00:00","40.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0M810","2020-02-11 07:00:00","1354.000","185.000","1.500","10.400","0.940","871.100","","0.000","-99.000","-99.000","-99.000","10.700","","9.700",""
"C0I360","2020-02-11 07:00:00","300.000","46.000","1.500","16.900","0.760","986.400","","0.000","-99.000","-99.000","-99.000","17.000","","15.500",""
"C0C620","2020-02-11 07:00:00","19.000","151.000","0.400","15.900","0.850","1019.300","","-99.000","-99.000","-99.000","-99.000","17.000","","14.300",""
"C0M850","2020-02-11 07:00:00","695.000","0.000","0.000","14.000","0.980","941.900","","0.000","-99.000","-99.000","-99.000","14.600","","14.000",""
"C0UA20","2020-02-11 07:00:00","2619.000","211.000","3.700","5.700","0.640","-99.000","","0.000","-99.000","-99.000","-99.000","6.900","","5.600",""
"C0F9V0","2020-02-11 07:00:00","525.000","91.000","1.000","15.300","0.860","961.700","","0.000","-99.000","-99.000","-99.000","16.100","","14.400",""
"C0T900","2020-02-11 07:00:00","160.000","268.000","1.300","14.800","0.730","1004.600","","0.000","-99.000","-99.000","-99.000","15.100","","14.200",""
"C0K440","2020-02-11 07:00:00","35.000","28.000","1.000","15.800","0.990","1017.900","","0.000","-99.000","-99.000","-99.000","16.000","","15.600",""
"C0Z250","2020-02-11 07:00:00","1124.000","284.000","0.700","8.800","0.990","898.100","","0.500","-99.000","-99.000","-99.000","9.000","","7.900",""
"C0F0A0","2020-02-11 07:00:00","3587.000","186.000","3.300","2.100","0.610","665.300","","0.000","-99.000","-99.000","-99.000","2.100","","1.000",""
"C0G860","2020-02-11 07:00:00","45.000","126.000","0.300","16.300","0.970","1015.400","","0.000","-99.000","-99.000","-99.000","16.500","","15.700",""
"C0V790","2020-02-11 07:00:00","410.000","39.000","1.500","16.100","0.800","973.900","","0.000","-99.000","-99.000","-99.000","17.100","","15.900",""
"C0V740","2020-02-11 07:00:00","60.000","0.000","0.000","17.500","0.910","1016.500","","0.000","-99.000","-99.000","-99.000","18.000","","17.400",""
"C0Z200","2020-02-11 07:00:00","153.000","0.000","0.000","12.500","0.990","1007.900","","0.000","-99.000","-99.000","-99.000","14.700","","12.400",""
"C0K520","2020-02-11 07:00:00","10.000","52.000","1.300","15.600","0.940","1019.900","","0.000","-99.000","-99.000","-99.000","16.300","","15.500",""
"C0X250","2020-02-11 07:00:00","33.000","43.000","1.500","16.100","0.970","1018.200","","0.000","-99.000","-99.000","-99.000","16.800","","16.000",""
"C0S940","2020-02-11 07:00:00","150.000","298.000","2.200","18.000","0.720","1006.900","","0.000","-99.000","-99.000","-99.000","18.000","","17.000",""
"CM0110","2020-02-11 07:00:00","7.000","38.000","0.600","16.500","0.840","1021.600","","-99.000","-99.000","-99.000","-99.000","17.000","","16.400",""
"C0A970","2020-02-11 07:00:00","96.000","217.000","3.700","17.500","0.980","1013.100","","0.000","-99.000","-99.000","-99.000","17.900","","17.200",""
"C0M700","2020-02-11 07:00:00","150.000","0.000","0.000","15.700","0.970","1005.300","","0.000","-99.000","-99.000","-99.000","16.100","","15.400",""
"C0U990","2020-02-11 07:00:00","31.000","271.000","1.200","15.000","0.810","1020.900","","0.000","-99.000","-99.000","-99.000","15.300","","14.500",""
"C0D590","2020-02-11 07:00:00","143.000","123.000","0.300","15.600","0.960","1007.100","","0.000","-99.000","-99.000","-99.000","15.700","","14.300",""
"C0S790","2020-02-11 07:00:00","236.000","300.000","0.700","15.700","0.840","998.500","","0.000","-99.000","-99.000","-99.000","16.400","","15.600",""
"C0A570","2020-02-11 07:00:00","360.000","95.000","0.600","11.300","0.990","982.300","","0.000","-99.000","-99.000","-99.000","11.500","","11.100",""
"C0M800","2020-02-11 07:00:00","440.000","0.000","0.000","15.600","0.910","971.600","","0.000","-99.000","-99.000","-99.000","16.100","","15.400",""
"C0E870","2020-02-11 07:00:00","34.000","0.000","0.000","16.500","0.990","1020.700","","0.000","-99.000","-99.000","-99.000","16.700","","14.800",""
"C0V490","2020-02-11 07:00:00","20.000","0.000","0.000","18.800","0.730","1020.200","","0.000","-99.000","-99.000","-99.000","19.300","","18.600",""
"C0M710","2020-02-11 07:00:00","15.000","103.000","0.700","15.900","0.920","1020.300","","0.000","-99.000","-99.000","-99.000","16.200","","15.500",""
"C0D570","2020-02-11 07:00:00","15.000","0.000","0.000","16.200","1.000","1021.200","","0.000","-99.000","-99.000","-99.000","16.700","","14.000",""
"C0S910","2020-02-11 07:00:00","212.000","83.000","2.400","19.400","0.800","1000.400","","0.000","-99.000","-99.000","-99.000","19.400","","18.200",""
"C0M650","2020-02-11 07:00:00","20.000","33.000","1.000","15.600","0.940","1019.900","","0.000","-99.000","-99.000","-99.000","16.000","","15.600",""
"C0K280","2020-02-11 07:00:00","23.000","70.000","0.700","14.900","0.980","1021.500","","0.000","-99.000","-99.000","-99.000","15.700","","14.700",""
"C0X310","2020-02-11 07:00:00","9.000","58.000","2.100","16.400","0.910","1021.900","","0.000","-99.000","-99.000","-99.000","17.300","","16.400",""
"C0A9C0","2020-02-11 07:00:00","35.000","86.000","0.600","16.300","0.840","1019.700","","0.000","-99.000","-99.000","-99.000","18.000","","16.100",""
"C0V810","2020-02-11 07:00:00","32.000","0.000","0.000","18.600","0.850","1017.500","","0.000","-99.000","-99.000","-99.000","18.700","","18.000",""
"C0E730","2020-02-11 07:00:00","26.000","0.000","0.000","16.700","0.880","1018.400","","0.000","-99.000","-99.000","-99.000","16.700","","15.400",""
"C0V770","2020-02-11 07:00:00","26.000","44.000","0.300","17.100","0.800","1019.100","","0.000","-99.000","-99.000","-99.000","18.000","","17.000",""
"C0UA10","2020-02-11 07:00:00","1711.000","325.000","0.400","6.000","1.000","837.800","","0.000","-99.000","-99.000","-99.000","6.400","","5.300",""
"C0R660","2020-02-11 07:00:00","20.000","110.000","2.000","16.200","0.860","1020.700","","0.000","-99.000","-99.000","-99.000","18.100","","16.200",""
"C0M640","2020-02-11 07:00:00","155.000","0.000","0.000","16.000","0.990","1003.600","","0.000","-99.000","-99.000","-99.000","17.600","","15.700",""
"C0S660","2020-02-11 07:00:00","794.000","239.000","0.500","10.900","0.920","936.300","","0.000","-99.000","-99.000","-99.000","12.300","","10.500",""
"C0G900","2020-02-11 07:00:00","20.000","21.000","1.400","17.000","0.950","1018.500","","0.000","-99.000","-99.000","-99.000","17.200","","16.700",""
"C0AD40","2020-02-11 07:00:00","32.000","0.000","0.100","15.200","0.850","1019.300","","0.000","-99.000","-99.000","-99.000","15.200","","13.300",""
"C0UA00","2020-02-11 07:00:00","392.000","198.000","0.800","11.600","0.940","979.400","","0.000","-99.000","-99.000","-99.000","11.700","","10.600",""
"C0I080","2020-02-11 07:00:00","536.000","279.000","0.400","14.700","0.860","963.200","","0.000","-99.000","-99.000","-99.000","14.900","","13.800",""
"C0UA30","2020-02-11 07:00:00","1397.000","136.000","0.700","8.700","1.000","867.700","","0.000","-99.000","-99.000","-99.000","8.900","","7.300",""
"C0Z270","2020-02-11 07:00:00","343.000","239.000","2.100","13.500","0.850","985.300","","0.000","-99.000","-99.000","-99.000","14.500","","13.200",""
"C0G750","2020-02-11 07:00:00","31.000","41.000","0.600","15.800","0.930","1019.200","","0.000","-99.000","-99.000","-99.000","16.100","","15.800",""
"C0A550","2020-02-11 07:00:00","422.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0G830","2020-02-11 07:00:00","27.000","36.000","1.200","16.100","1.000","1017.100","","0.000","-99.000","-99.000","-99.000","16.200","","16.000",""
"C0E810","2020-02-11 07:00:00","53.000","0.000","0.100","15.500","0.990","1017.000","","0.000","-99.000","-99.000","-99.000","15.700","","15.100",""
"C0R640","2020-02-11 07:00:00","21.000","63.000","1.600","18.400","0.800","1020.500","","0.000","-99.000","-99.000","-99.000","19.000","","18.000",""
"C0D580","2020-02-11 07:00:00","120.000","0.000","0.000","14.800","0.960","1008.700","","0.000","-99.000","-99.000","-99.000","15.100","","12.500",""
"C0M660","2020-02-11 07:00:00","40.000","26.000","1.800","15.900","0.950","1017.800","","0.000","-99.000","-99.000","-99.000","16.200","","15.800",""
"C0K330","2020-02-11 07:00:00","38.000","28.000","0.500","15.800","0.950","1017.000","","0.000","-99.000","-99.000","-99.000","15.900","","15.700",""
"C0E830","2020-02-11 07:00:00","37.000","64.000","1.400","16.900","0.920","1017.900","","0.000","-99.000","-99.000","-99.000","17.200","","16.900",""
"C0X290","2020-02-11 07:00:00","10.000","53.000","2.000","16.300","0.930","1020.900","","0.000","-99.000","-99.000","-99.000","17.100","","16.200",""
"C0U760","2020-02-11 07:00:00","22.000","0.000","0.000","15.200","0.950","1023.300","","0.000","-99.000","-99.000","-99.000","18.800","","15.100",""
"C0U780","2020-02-11 07:00:00","15.000","258.000","1.400","14.900","0.820","1022.800","","0.000","-99.000","-99.000","-99.000","14.900","","14.500",""
"C0H9C0","2020-02-11 07:00:00","3402.000","311.000","0.500","1.600","0.760","679.100","","0.000","-99.000","-99.000","-99.000","3.300","","0.900",""
"C0V650","2020-02-11 07:00:00","28.000","50.000","0.800","16.900","0.890","1020.900","","0.000","-99.000","-99.000","-99.000","17.800","","16.700",""
"C0R720","2020-02-11 07:00:00","214.000","23.000","4.300","18.400","0.790","998.400","","0.000","-99.000","-99.000","-99.000","18.500","","17.500",""
"C0K470","2020-02-11 07:00:00","97.000","65.000","0.500","15.100","0.990","1010.100","","0.000","-99.000","-99.000","-99.000","15.400","","13.400",""
"C0T9N0","2020-02-11 07:00:00","261.000","0.000","0.000","13.600","0.980","995.500","","0.000","-99.000","-99.000","-99.000","14.800","","13.300",""
"CM0180","2020-02-11 07:00:00","313.000","0.000","0.000","16.200","0.810","986.700","","0.000","-99.000","-99.000","-99.000","17.200","","15.800",""
"C0Z070","2020-02-11 07:00:00","247.000","166.000","0.600","12.800","1.000","996.000","","0.000","-99.000","-99.000","-99.000","14.400","","12.600",""
"C0Z280","2020-02-11 07:00:00","224.000","153.000","0.400","12.600","0.990","1000.700","","0.000","-99.000","-99.000","-99.000","14.600","","12.500",""
"C0SA40","2020-02-11 07:00:00","200.000","0.000","0.100","14.900","0.950","1002.300","","0.000","-99.000","-99.000","-99.000","15.200","","14.600",""
"C0V440","2020-02-11 07:00:00","27.000","0.000","0.000","16.300","0.840","1018.700","","0.000","-99.000","-99.000","-99.000","18.100","","15.800",""
"C0R490","2020-02-11 07:00:00","49.000","0.000","0.000","17.500","0.900","1015.900","","0.000","-99.000","-99.000","-99.000","18.800","","17.200",""
"C0B010","2020-02-11 07:00:00","38.000","263.000","1.300","14.900","0.930","1016.300","","0.000","-99.000","-99.000","-99.000","18.900","","14.800",""
"C0X230","2020-02-11 07:00:00","29.000","33.000","0.700","15.700","0.940","1020.100","","0.000","-99.000","-99.000","-99.000","15.800","","15.200",""
"C0S770","2020-02-11 07:00:00","375.000","312.000","0.600","15.700","0.850","980.900","","0.000","-99.000","-99.000","-99.000","15.900","","14.800",""
"C0H890","2020-02-11 07:00:00","440.000","302.000","1.100","14.700","0.910","971.100","","0.000","-99.000","-99.000","-99.000","15.200","","14.200",""
"C0K480","2020-02-11 07:00:00","56.000","55.000","0.800","15.700","0.990","1015.000","","0.000","-99.000","-99.000","-99.000","16.000","","15.600",""
"C0R540","2020-02-11 07:00:00","17.000","29.000","1.300","16.700","0.840","1020.000","","0.000","-99.000","-99.000","-99.000","18.100","","16.700",""
"C0Z160","2020-02-11 07:00:00","124.000","233.000","0.400","13.200","0.950","1011.600","","0.000","-99.000","-99.000","-99.000","15.100","","12.900",""
"C0AH50","2020-02-11 07:00:00","275.000","0.000","0.000","15.400","0.750","990.700","","0.000","-99.000","-99.000","-99.000","15.900","","15.200",""
"C0F850","2020-02-11 07:00:00","379.000","106.000","1.000","15.200","0.880","978.400","","0.000","-99.000","-99.000","-99.000","15.500","","13.600",""
"C0G800","2020-02-11 07:00:00","15.000","0.000","0.000","15.800","0.990","1020.000","","0.000","-99.000","-99.000","-99.000","16.300","","15.800",""
"C0U890","2020-02-11 07:00:00","116.000","254.000","2.500","14.300","0.990","1011.400","","0.000","-99.000","-99.000","-99.000","14.600","","13.900",""
"C0F860","2020-02-11 07:00:00","2215.000","0.000","0.200","7.900","0.670","784.600","","0.000","-99.000","-99.000","-99.000","7.900","","6.600",""
"CM0170","2020-02-11 07:00:00","106.000","89.000","1.700","16.000","0.930","1010.500","","0.000","-99.000","-99.000","-99.000","16.700","","14.400",""
"C0B020","2020-02-11 07:00:00","86.000","152.000","3.300","17.900","0.660","1011.300","","0.000","-99.000","-99.000","-99.000","18.200","","17.600",""
"C0I390","2020-02-11 07:00:00","1184.000","69.000","0.800","10.600","0.850","891.700","","0.000","-99.000","-99.000","-99.000","11.400","","10.200",""
"C0T9D0","2020-02-11 07:00:00","7.000","0.000","0.100","16.700","0.850","1023.900","","0.000","-99.000","-99.000","-99.000","18.300","","15.100",""
"C0E520","2020-02-11 07:00:00","320.000","199.000","0.600","13.800","1.000","986.500","","0.000","-99.000","-99.000","-99.000","13.800","","12.300",""
"C0C460","2020-02-11 07:00:00","482.000","0.000","0.000","14.400","0.780","968.200","","0.000","-99.000","-99.000","-99.000","14.600","","13.000",""
"C0AI40","2020-02-11 07:00:00","37.000","0.000","0.000","17.000","0.730","1019.200","","0.000","-99.000","-99.000","-99.000","18.200","","16.800",""
"C0O930","2020-02-11 07:00:00","69.000","0.000","0.000","16.300","1.000","1015.200","","0.000","-99.000","-99.000","-99.000","16.900","","16.100",""
"C0T870","2020-02-11 07:00:00","135.000","0.000","0.000","11.900","0.990","1008.900","","0.000","-99.000","-99.000","-99.000","13.700","","11.500",""
"C0A920","2020-02-11 07:00:00","196.000","0.000","0.100","16.900","0.700","998.900","","0.000","-99.000","-99.000","-99.000","18.100","","16.700",""
"C0A940","2020-02-11 07:00:00","49.000","261.000","0.400","15.900","0.820","1017.500","","0.000","-99.000","-99.000","-99.000","16.800","","14.100",""
"C0S740","2020-02-11 07:00:00","289.000","1.000","0.800","13.600","0.970","992.800","","0.000","-99.000","-99.000","-99.000","14.800","","13.500",""
"C0U980","2020-02-11 07:00:00","573.000","123.000","0.900","13.400","0.870","958.700","","0.000","-99.000","-99.000","-99.000","13.400","","12.700",""
"C0V250","2020-02-11 07:00:00","298.000","124.000","0.400","15.800","0.900","987.400","","0.000","-99.000","-99.000","-99.000","16.000","","15.600",""
"C0AH70","2020-02-11 07:00:00","34.000","0.000","0.200","17.300","0.640","1019.600","","0.000","-99.000","-99.000","-99.000","17.800","","17.100",""
"C0M760","2020-02-11 07:00:00","40.000","70.000","0.300","16.200","0.930","1017.400","","0.000","-99.000","-99.000","-99.000","17.000","","16.100",""
"C0O950","2020-02-11 07:00:00","4.000","0.000","0.100","16.500","0.960","1020.800","","0.000","-99.000","-99.000","-99.000","17.000","","16.500",""
"C0F9A0","2020-02-11 07:00:00","425.000","100.000","1.800","16.200","0.770","972.600","","0.000","-99.000","-99.000","-99.000","17.000","","14.500",""
"C0A9F0","2020-02-11 07:00:00","35.000","0.000","0.000","16.700","0.760","1019.800","","0.000","-99.000","-99.000","-99.000","17.300","","16.100",""
"C0I460","2020-02-11 07:00:00","110.000","122.000","1.000","16.200","0.890","1009.400","","0.000","-99.000","-99.000","-99.000","16.400","","15.300",""
"C0W160","2020-02-11 07:00:00","49.000","51.000","4.200","13.200","0.860","1014.500","","0.000","-99.000","-99.000","-99.000","13.400","","13.100",""
"C0E420","2020-02-11 07:00:00","19.000","0.000","0.000","16.300","0.900","1018.600","","0.000","-99.000","-99.000","-99.000","16.600","","14.500",""
"C0R190","2020-02-11 07:00:00","32.000","0.000","0.000","15.500","0.990","1018.000","","0.000","-99.000","-99.000","-99.000","17.700","","14.900",""
"C0I010","2020-02-11 07:00:00","1562.000","0.000","0.000","8.100","0.890","853.000","","0.000","-99.000","-99.000","-99.000","10.000","","7.800",""
"C0F930","2020-02-11 07:00:00","100.000","0.000","0.100","16.800","1.000","1010.000","","0.000","-99.000","-99.000","-99.000","17.000","","16.500",""
"C0X180","2020-02-11 07:00:00","62.000","0.000","0.000","16.400","0.990","1014.500","","0.000","-99.000","-99.000","-99.000","16.800","","16.200",""
"C0ACA0","2020-02-11 07:00:00","25.000","0.000","0.000","16.400","0.740","1019.000","","0.000","-99.000","-99.000","-99.000","17.000","","16.100",""
"C0X260","2020-02-11 07:00:00","39.000","0.000","0.000","16.100","0.960","1018.000","","0.000","-99.000","-99.000","-99.000","16.100","","15.600",""
"C0K500","2020-02-11 07:00:00","12.000","75.000","1.300","15.700","0.990","1019.400","","0.000","-99.000","-99.000","-99.000","16.100","","15.500",""
"CM0010","2020-02-11 07:00:00","68.000","0.000","0.000","15.600","0.780","1015.700","","0.000","-99.000","-99.000","-99.000","17.200","","15.100",""
"C0O990","2020-02-11 07:00:00","18.000","0.000","0.100","16.600","0.990","1020.000","","0.000","-99.000","-99.000","-99.000","17.200","","16.600",""
"C0E430","2020-02-11 07:00:00","258.000","175.000","1.100","14.700","0.900","996.200","","0.000","-99.000","-99.000","-99.000","14.700","","13.500",""
"C0D390","2020-02-11 07:00:00","146.000","0.000","0.000","14.700","0.930","1004.100","","0.000","-99.000","-99.000","-99.000","14.800","","12.800",""
"C0T9F0","2020-02-11 07:00:00","251.000","269.000","1.400","15.300","0.730","995.500","","0.000","-99.000","-99.000","-99.000","15.700","","14.700",""
"C0R350","2020-02-11 07:00:00","35.000","84.000","6.000","21.600","0.610","1018.400","","0.000","-99.000","-99.000","-99.000","21.600","","20.500",""
"C0K550","2020-02-11 07:00:00","15.000","68.000","0.300","15.500","0.930","1020.300","","0.000","-99.000","-99.000","-99.000","16.100","","15.100",""
"C0C670","2020-02-11 07:00:00","250.000","186.000","0.600","15.100","0.860","993.800","","0.000","-99.000","-99.000","-99.000","15.600","","13.900",""
"C0A980","2020-02-11 07:00:00","11.000","0.000","0.000","16.000","0.830","1022.700","","0.000","-99.000","-99.000","-99.000","16.500","","15.100",""
"C0UA60","2020-02-11 07:00:00","566.000","226.000","0.700","13.600","0.780","958.700","","0.000","-99.000","-99.000","-99.000","13.600","","12.000",""
"C0V720","2020-02-11 07:00:00","15.000","59.000","0.700","18.100","0.830","1020.600","","0.000","-99.000","-99.000","-99.000","19.200","","17.900",""
"C0C480","2020-02-11 07:00:00","105.000","0.000","0.000","15.800","0.780","1010.500","","0.000","-99.000","-99.000","-99.000","15.900","","15.500",""
"C0S900","2020-02-11 07:00:00","27.000","101.000","2.600","20.200","0.640","1021.600","","0.000","-99.000","-99.000","-99.000","20.400","","17.800",""
"C0SA00","2020-02-11 07:00:00","466.000","282.000","1.700","14.000","0.920","970.500","","0.000","-99.000","-99.000","-99.000","14.100","","13.600",""
"C0V730","2020-02-11 07:00:00","33.000","0.000","0.200","17.800","0.980","1019.000","","0.000","-99.000","-99.000","-99.000","18.800","","17.700",""
"C0G730","2020-02-11 07:00:00","27.000","35.000","0.600","15.300","0.980","1019.600","","0.000","-99.000","-99.000","-99.000","15.700","","15.200",""
"C0Z300","2020-02-11 07:00:00","182.000","0.000","0.000","12.600","0.990","1005.500","","0.000","-99.000","-99.000","-99.000","14.900","","12.300",""
"C0H9A0","2020-02-11 07:00:00","1595.000","250.000","0.800","7.600","0.960","850.700","","0.000","-99.000","-99.000","-99.000","8.500","","7.500",""
"C0S840","2020-02-11 07:00:00","22.000","285.000","1.500","17.500","0.850","1023.200","","0.000","-99.000","-99.000","-99.000","19.400","","16.900",""
